grepgrepgrep,34.4482,1.67502,136.493
grepgrepgrep,34.3815,1.69983,138.515
grepgrepgrep,34.3315,1.72713,140.739
grepgrepgrep,34.3061,1.75,142.603
grepgrepgrep,34.348,1.7791,144.974
grepgrepgrep,34.2534,1.8029,146.913
grepgrepgrep,34.3524,1.8223,148.494
grepgrepgrep,34.5094,1.84462,150.313
grepgrepgrep,34.3413,1.86068,151.622
grepgrepgrep,34.5286,1.8783,153.057
grepgrepgrep,34.2628,1.9099,155.633
grepgrepgrep,34.2639,1.93385,157.584
grepgrepgrep,34.0833,1.95744,159.506
grepgrepgrep,34.0653,1.98308,161.596
grepgrepgrep,33.7466,2.0138,164.1
grepgrepgrep,33.5386,2.03669,165.965
grepgrepgrep,33.5727,2.06098,167.944
grepgrepgrep,33.5833,2.08804,170.149
grepgrepgrep,33.6646,2.11199,172.1
grepgrepgrep,33.5385,2.13819,174.235
grepgrepgrep,33.6107,2.16649,176.542
grepgrepgrep,33.7172,2.1898,178.441
grepgrepgrep,33.6653,2.21221,180.267
grepgrepgrep,33.7218,2.23745,182.324
grepgrepgrep,33.7621,2.26555,184.614
grepgrepgrep,33.7497,2.29058,186.653
grepgrepgrep,33.8171,2.31102,188.319
grepgrepgrep,33.7978,2.33262,190.079
grepgrepgrep,33.639,2.34917,191.427
grepgrepgrep,33.6309,2.37198,193.286
grepgrepgrep,33.6032,2.3935,195.04
grepgrepgrep,33.5762,2.41216,196.561
grepgrepgrep,33.5428,2.43434,198.368
grepgrepgrep,33.5324,2.45952,200.42
grepgrepgrep,33.5783,2.49108,202.991
grepgrepgrep,33.5708,2.52103,205.432
grepgrepgrep,33.4925,2.54774,207.608
grepgrepgrep,33.4688,2.57285,209.654
grepgrepgrep,33.493,2.59893,211.779
grepgrepgrep,33.5065,2.61909,213.423
grepgrepgrep,33.4914,2.64395,215.448
grepgrepgrep,33.3025,2.67134,217.68
grepgrepgrep,33.104,2.69494,219.603
grepgrepgrep,32.857,2.72605,222.139
grepgrepgrep,32.9244,2.75244,224.289
grepgrepgrep,32.9484,2.78002,226.536
grepgrepgrep,33.2049,2.80791,228.809
grepgrepgrep,33.172,2.8353,231.041
grepgrepgrep,32.9551,2.84956,232.203
grepgrepgrep,32.8151,2.86509,233.469
grepgrepgrep,32.7179,2.89058,235.546
grepgrepgrep,32.8172,2.90523,236.74
grepgrepgrep,32.9648,2.92582,238.418
grepgrepgrep,33.0203,2.9468,240.127
grepgrepgrep,32.9534,2.97101,242.099
grepgrepgrep,32.9489,2.99803,244.301
grepgrepgrep,32.9843,3.01622,245.784
grepgrepgrep,32.8734,3.03656,247.441
grepgrepgrep,32.878,3.06196,249.511
grepgrepgrep,32.8801,3.09233,251.986
grepgrepgrep,32.8652,3.11503,253.836
grepgrepgrep,32.898,3.13808,255.714
grepgrepgrep,33.0018,-3.13193,-255.213
grepgrepgrep,33.0062,-3.10668,-253.155
grepgrepgrep,33.1711,-3.08663,-251.521
grepgrepgrep,33.1257,-3.06075,-249.412
grepgrepgrep,33.2192,-3.03645,-247.433
grepgrepgrep,33.3925,-3.01401,-245.604
grepgrepgrep,33.3987,-2.98942,-243.6
grepgrepgrep,33.2606,-2.97165,-242.152
grepgrepgrep,33.2159,-2.94503,-239.982
grepgrepgrep,33.2162,-2.91991,-237.935
grepgrepgrep,33.1476,-2.89721,-236.086
grepgrepgrep,33.1202,-2.87251,-234.073
grepgrepgrep,33.1025,-2.84538,-231.862
grepgrepgrep,32.9775,-2.81976,-229.775
grepgrepgrep,32.9824,-2.79323,-227.613
grepgrepgrep,33.0418,-2.7725,-225.924
grepgrepgrep,32.913,-2.75231,-224.278
grepgrepgrep,33.0029,-2.72496,-222.049
grepgrepgrep,33.0223,-2.70278,-220.242
grepgrepgrep,33.0095,-2.67781,-218.207
grepgrepgrep,32.8949,-2.65236,-216.134
grepgrepgrep,32.9969,-2.62792,-214.142
grepgrepgrep,32.8856,-2.60098,-211.947
grepgrepgrep,33.0331,-2.57041,-209.456
grepgrepgrep,32.9302,-2.55129,-207.898
